name,@lat,@lon
Waling-Waling Street,14.6365864,121.1075241
Butihin Street,14.6542891,121.1041438
E. Rodriguez Street,14.6596089,121.1107212
Liwasang Kalayaan Street,14.6492713,121.1160359
Gardenia Drive,14.6573646,121.1151001
Northwest Street,14.6559117,121.1193072
Bamboo Palm Street,14.649279,121.1162635
Alley 3,14.6423851,121.1126862
Alley 5,14.64281,121.1128352
Asarol Street,14.640422,121.0937145
Guevarra Compound,14.6445211,121.0973669
Suyod Street,14.640143,121.0932059
30th Avenue Street,14.6692772,121.1010273
32nd Avenue Street,14.669435,121.1010742
34th Avenue Street,14.6695519,121.1011294
28th Avenue Street,14.6691577,121.1009925
5th Avenue Street,14.6670958,121.1014505
4th Avenue Street,14.6669227,121.1014543
1st Avenue Street,14.6663986,121.101415
9th Avenue Street,14.6677698,121.1014932
7th Avenue Street,14.6674376,121.1014588
6th Avenue Street,14.6672667,121.1014503
19th Avenue Street,14.6684236,121.1017476
17th Avenue Street,14.6682915,121.1017135
15th Avenue Street,14.6681615,121.1016475
31st Avenue Street,14.6691586,121.1019662
29th Avenue Street,14.6690405,121.1019395
27th Avenue Street,14.6689015,121.1019027
23rd Avenue Street,14.6686769,121.1018318
21st Avenue Street,14.6685569,121.1017842
43rd Avenue Street,14.6700629,121.1020364
41st Avenue Street,14.6698532,121.1019797
37th Avenue Street,14.6679526,121.1021042
35th Avenue Street,14.6694271,121.1020282
33rd Avenue Street,14.6692968,121.1020036
Nangka Elementary School,14.6729905,121.1084404
Orchids Street,14.6413863,121.0930091
J. Ladao Street,14.6451939,121.0930267
Malanday National High School,14.6467287,121.0903835
Vergara Street,14.6551588,121.1021979
Roga Compound,14.6565372,121.1021924
Pipino Street,14.655672,121.0999685
Upo Street,14.6547749,121.1015202
Saint Joseph Street,14.6364392,121.0823425
Pio Del Pilar Street,14.6388439,121.1112857
Malanday Elementary School,14.6502834,121.0944079
Concepcion Integrated School,14.6505675,121.1019374
5th Avenue,14.6548064,121.1088404
1st Avenue,14.6546411,121.1079474
2nd Avenue,14.6541889,121.1079328
11th Avenue,14.6528919,121.1088902
14th Avenue,14.6532768,121.1082643
13th Avenue,14.6530362,121.1081782
12th Avenue,14.6528989,121.1078279
Suburbia East Avenue,14.6527196,121.1077711
6th Avenue,14.655066,121.1083772
2nd Avenue,14.6535095,121.1072785
Suburbia East Avenue,14.6546518,121.1069081
9th Avenue,14.6541263,121.1092389
8th Avenue,14.6542126,121.1089956
7th Avenue,14.6542954,121.1087579
4th Avenue,14.6552019,121.1081311
6th Avenue,14.6543888,121.1084622
Tricarben Street,14.646362,121.1072818
Cardinal Street,14.6476467,121.1057277
Sunflower Street,14.6569281,121.1311613
Sampaguita Street,14.6573087,121.1309432
M. Favis Street,14.6590834,121.1230212
F. Balagtas Street,14.6636608,121.1188753
Victory Hills Road,14.6566131,121.1335079
Victory Avenue,14.6570306,121.1336929
Champaca 1,14.6635463,121.1285259
Riverbanks Plaza,14.6313163,121.0836385
3rd Avenue Street,14.6571111,121.1321623
River Banks Walkway,14.6275659,121.0898739
Pink Street,14.6453881,121.0911559
Pigeon Street,14.6442242,121.0917361
Camachile Street,14.6469206,121.090762
Kabayani Road,14.6390672,121.0935663
Pla-Pla,14.6407191,121.0926896
Carpa,14.6407912,121.0928565
Tilapia,14.64064,121.0925244
Carnation Street,14.6416485,121.0922724
Petunia Street,14.6415229,121.0923169
Dahlia Street,14.6413932,121.0923714
Sunflower Street,14.6412524,121.0924306
Neptis Street,14.6432265,121.0917987
Lecias Street,14.6428699,121.0919044
Pediphus Street,14.6421854,121.0921079
Egret Street,14.6437819,121.0915563
Gil Fernando Footbridge,14.6205104,121.1018926
Cityhood Park,14.6353876,121.0976386
L. Victorino Street,14.6349389,121.0889332
Amang Rodriguez Memorial Medical Center,14.6361025,121.0984445
Narra Street,14.6326572,121.0845498
Francisco Street,14.6322222,121.0815594
Avelino Street,14.6321929,121.0812124
A. Bonifacio Avenue,14.6321573,121.0792005
Himlayang Bayan Street,14.632545,121.0788384
A. Bonifacio Avenue,14.6323764,121.0808298
A. Bonifacio Avenue,14.6332356,121.0838832
A. Bonifacio Avenue,14.633302,121.0840986
A. Bonifacio Avenue,14.6359693,121.0900245
Tañong Creek,14.6309434,121.086045
,14.635818,121.0900117
A. Bonifacio Avenue,14.6361234,121.0920593
A. Bonifacio Avenue,14.6359226,121.0943695
Sumulong Highway,14.6358325,121.0952936
A. Bonifacio Avenue,14.6360827,121.0920658
A. Bonifacio Avenue,14.636037,121.0932558
A. Bonifacio Avenue,14.6359588,121.093262
T. Claudio Street,14.6356009,121.0895749
Marikina River,14.6619293,121.0966002
Fig Street,14.6491813,121.1303774
Ridge Lane,14.6552932,121.1333289
General B. G. Molina Street,14.6603169,121.1161881
Romanzuvia Street,14.6426741,121.0919666
Everlasting Street,14.6410953,121.092496
Gold Street,14.6507991,121.0923666
Atis Street,14.6499656,121.0919411
Puregold Jr.,14.6460302,121.112278
L. Victorino Street,14.6348669,121.0900489
,14.6235604,121.0967426
,14.6500635,121.1177404
West Drive Street,14.6552887,121.1154484
G. Fernando Street,14.6435575,121.0951412
H. Bautista Street,14.6544605,121.1038995
Paod Street,14.6405558,121.0934085
J. M. Basa Street,14.6227364,121.0946165
M. H. del Pilar Street,14.6219794,121.0900804
Kagitingan Street,14.6222501,121.0907848
M. H. del Pilar Street,14.6219975,121.0924773
M. H. del Pilar Street,14.62235,121.0890036
Sunbeam Street,14.6558971,121.0940799
Malunggay Street,14.6568461,121.0983464
8th Street,14.6402766,121.1079524
Cattleya Street,14.6717223,121.107299
Emerald Street,14.6577335,121.1292974
Sapphire Street,14.6575136,121.1296605
Pacheco Compound,14.6538393,121.128934
Santa Elena Street,14.6473798,121.1270849
Lacewing Street,14.6538899,121.0912947
Jaguar Street,14.6467167,121.0916405
La Salle Street,14.6493613,121.0918045
Jewelmark Street,14.6547725,121.0921707
Checkerspot Street,14.6545652,121.0933202
Swallowtail Street,14.6554086,121.0937004
Saint Gabriel Street,14.6465297,121.0916812
Ford Street,14.6470846,121.0917175
Daisy Street,14.6418909,121.0928367
Falcon Street,14.6445312,121.0919565
Lacewing Street,14.6544275,121.0931419
Monark Street,14.6560883,121.0938129
Firetip Street,14.6557536,121.0923556
Gil G. Puyat Street,14.6341899,121.0850552
Strawberry Street,14.648496,121.0919339
Camia Street,14.6229004,121.07973
Marcos Highway,14.6211809,121.0878285
IVC Park,14.6268567,121.0811664
Jacinta Street,14.6216931,121.0797201
Marcos Highway,14.6272435,121.0816008
Bougainvilla Extension Street,14.6201709,121.0790795
Diamond Street,14.6600112,121.1273946
Acacia Street,14.6319717,121.082595
B. Santa Ana Street,14.6255878,121.0967327
Panapik Street,14.6208151,121.1048076
M. Cruz Street,14.6346184,121.0950736
H. Bautista Street,14.6527641,121.1039076
Virginia Street,14.6396997,121.0964216
S. Inez Street,14.6322691,121.0951115
Riverbanks Access Road,14.6290609,121.082323
Sixth Street,14.6378931,121.1015374
Katarungan Street,14.6461007,121.1111592
Mearle Homes,14.6418196,121.0952482
Saint Peter Street,14.6348103,121.0819141
De La Costa Housing,14.6360394,121.082203
Loyola Subdivision,14.6358553,121.083594
San Lorenzo Ruiz Street,14.635245,121.0823813
Alley 2,14.6410403,121.1065236
Memphis Street,14.6384314,121.1074998
Fifth Street,14.6427204,121.1053242
Hornbill Street,14.6458354,121.1108448
Burgos Extension,14.6451216,121.1076428
Goodrich Village Park,14.6426656,121.1073214
Colossians Street,14.644735,121.1083939
Robin Street,14.6458318,121.1107572
National Cottage Industry Technical Center,14.6418611,121.1183326
Infant Jesus Academy,14.6432693,121.1175699
Kapitan Moy Elementary School,14.6490952,121.1186009
Mangga Street,14.6335723,121.1298311
Alley 2 Street,14.6582084,121.1220424
Alley 1 Street,14.6582643,121.121945
Alley 6 Street,14.6579024,121.1224647
Alley 4 Street,14.6578976,121.1221504
Alley 5 Street,14.657973,121.1223721
Alley 3 Street,14.6581248,121.1221558
,14.6451648,121.1224806
Mansanas Street,14.6488366,121.1229194
Blue Wave Mall,14.6355777,121.1011879
22nd Avenue Street,14.668666,121.1011729
37th Avenue Street,14.6695955,121.101896
46th Avenue Street,14.6700115,121.1021922
Pipino Street,14.656094,121.1000392
Kabayani Road,14.651989,121.0922423
Taurus Street,14.6714355,121.1033353
Duchess Street,14.6502182,121.1297971
16th Avenue Street,14.6683649,121.1005629
Gemini Street,14.6713282,121.1031843
Debrose Street,14.6501977,121.0909214
Kahasagan Street,14.6378208,121.1105679
Lastorta Street,14.6689917,121.1099557
Jasmin Street,14.6507128,121.0910284
Alley 1 Street,14.6374554,121.1170097
Estrador Street,14.6223548,121.1017669
Acacia Street,14.6736507,121.1053725
Kutitap,14.6575605,121.1020501
Crystal Street,14.6508513,121.0928424
47th Avenue Street,14.6703299,121.1023755
Montmartre Street,14.6697781,121.1104335
Echoville Street,14.6523247,121.1295411
Cambridge Alley,14.6280456,121.0926802
Manresa Street,14.6695653,121.1102165
Angelina A. Santos Compound,14.6596122,121.122448
Gumamela Street,14.6499553,121.0902349
Princess Street,14.6511458,121.1299729
Cancer Street,14.6712337,121.1030481
Zinc Street,14.6504717,121.0924725
Camia Street,14.6501906,121.0902909
Aquarius Street,14.6717558,121.1037934
Rose Street,14.6717425,121.1077402
Alley 1,14.6702797,121.1026916
Leo Street,14.6711127,121.102874
Sinagtala,14.658017,121.1017575
Mahogany Street,14.6737582,121.1054867
Ruby Street,14.6504782,121.0928383
18th Avenue Street,14.6685006,121.1005905
12th Avenue Street,14.6680991,121.1004657
20th Avenue Street,14.6686206,121.1006196
Silver Street,14.651254,121.0922829
Narra Street,14.6734893,121.1055573
Plmar Street,14.6496859,121.0917585
Road 3,14.6563545,121.1002514
Aries Street,14.6715337,121.1034705
Ipil Street,14.6526235,121.0966045
14th Avenue Street,14.6682436,121.100533
Mithi Street,14.6713143,121.1091622
Cairo Street,14.6385476,121.1070444
39th Avenue Street,14.6697296,121.1019129
Sinag,14.6578551,121.1018155
Virgo Street,14.6710149,121.1027293
,14.6424236,121.1207026
Saint Bridget Street,14.6300154,121.0869355
J. J. Carlos Circle,14.6549149,121.115802
Zinc Street,14.6516838,121.0926977
Socorro Street,14.6685824,121.113476
Pleasant Lane,14.6557418,121.1330595
Rolling Hills Drive,14.6551398,121.1338253
Oxford Street,14.6278383,121.0909633
Riverside Drive,14.6275472,121.0908457
Diosdado Macapagal Bridge,14.6210326,121.0807543
Diosdado Macapagal Bridge,14.6185454,121.0783701
Mayor Munding Avenue,14.6228339,121.0984449
Marikina Elementary School MRF,14.6311934,121.0975737
Road 2,14.6595089,121.1005138
Road 3,14.6573753,121.1001974
Gray Street,14.6374406,121.1116808
Concepcion Dos Barangay Hall,14.6384033,121.1117723
Bayan-Bayanan Avenue,14.6504755,121.1127855
Bahay Pamahalaan ng Barangay Marikina Heights,14.6497466,121.1173261
Garcia General Hospital,14.6512201,121.1109386
Jasmin Street,14.6517954,121.112852
Eagle Street,14.6450117,121.0913462
Puregold,14.6502392,121.1040489
Katipunan Creek,14.6483161,121.0879718
M. A. Roxas Street,14.6261222,121.0980595
Chorillo Street,14.6377219,121.083677
Nangka High School,14.6705454,121.1019688
Jesus dela Peña Barangay Hall,14.637125,121.0908079
Alley 5,14.6707673,121.1032423
Alley 8,14.6712322,121.10393
Road 3,14.6611826,121.1007075
Silverdrop Street,14.6575597,121.0955307
Kislap Street,14.6577362,121.1009299
Fortune Barangay Hall,14.6633774,121.1274711
Gemini Street,14.6218316,121.077562
Leo Street,14.6236156,121.0778954
Calumpang Barangay Hall,14.6241264,121.093442
Concepcion Uno Barangay Hall,14.6531695,121.104506
Santa Veronica Street,14.6464234,121.1272221
Willow Street,14.6467129,121.1300163
Emperor Street,14.6506994,121.1294259
Emperor Street,14.6503907,121.1300989
Jupiter Street,14.651992,121.1303293
Palmera Centro,14.6494,121.1158013
Bougainvillea Lane,14.65749,121.1149942
,14.6540667,121.1079263
Sampaguita Lane,14.6572342,121.1151421
Tañong Barangay Hall,14.6346091,121.0857521
Surtidos Street,14.6670516,121.1267525
Balite Lower Street,14.6672304,121.1261886
Marikina-Brampton Friendship Park,14.6499085,121.1144806
Bayan-Bayanan Avenue,14.6505812,121.1128181
Hardin ng Bayan,14.6508624,121.1149999
Bayan Access Road,14.636414,121.0936627
,14.6467028,121.0947064
F. Mendoza Street,14.6442105,121.0956077
Bulwagang Pambarangay ng Malanday,14.6501649,121.0939323
Richwood Drive,14.6459016,121.0942783
Alley 5,14.6432043,121.1124686
Alley 6,14.6434191,121.112497
Charis School,14.6437929,121.1139358
Dragon Street,14.623475,121.1048277
Pitpitan Street,14.6213662,121.1042132
Saint Anthony Medical Center,14.6245013,121.1027964
Dragon Street,14.6235501,121.1046738
Dragon Street,14.6236969,121.1036707
Saint Ignatius Street,14.6369256,121.0818642
Padre Pio Learning Center,14.6345204,121.0941884
,14.6372936,121.0819
Lourdes Street,14.6438687,121.1279818
Paddock Street,14.6428839,121.1279302
Daylight Street,14.6410021,121.1241692
Pony Street,14.6427484,121.1244138
Rancho 1 Playground and Park,14.6426975,121.1245822
Frisco Street,14.6371621,121.1281903
Bon River Street,14.6414378,121.1286766
Gil G. Puyat Street,14.6336036,121.0834401
Mother of Angels,14.6337313,121.0827964
,14.6343953,121.085897
Puregold,14.6386825,121.1257672
Walnut Street,14.6408171,121.1212876
,14.6378767,121.0825655
Ming Ramos Lane,14.6363374,121.0939346
Jose P. Rizal Street,14.6341265,121.0947869
,14.6468371,121.1269588
,14.6419203,121.1282385
T. Basa Street,14.6398725,121.1126614
SDS Medical Center,14.6394487,121.110016
Pio Del Pilar Street,14.6393234,121.1093496
,14.6429962,121.1206271
Lark Street,14.6338758,121.1013955
San Ramon Hospital,14.6441363,121.1172466
Bagong Silang Street,14.6613666,121.1081037
Shoe Avenue,14.6516539,121.103539
Saint Paul Street,14.6371249,121.0826054
Acacia Street,14.6317282,121.0835413
Naglagos Street,14.6360688,121.0951549
E. Jacinto Street,14.6340414,121.097069
M. Cruz Street,14.6354685,121.0949415
E. Dela Paz Street,14.6354496,121.0962615
Padre Burgos Street,14.6360677,121.0956477
Padre Burgos Street,14.6354823,121.0957294
E. Jacinto Street,14.6355074,121.0968765
Benito Soliven ? Street,14.649321,121.0876968
Autumn Street,14.6436397,121.1099574
Friendship Street,14.6449286,121.1111777
Guijo Street,14.6269336,121.076129
President Osmeña Street,14.6277341,121.0792658
Jose Abad Santos Street,14.6262402,121.0772825
President Magsaysay Street,14.6273418,121.0795325
Justice Arellano Street,14.6259286,121.0774052
Molave Street,14.6282473,121.0773401
Justice Tuazon Street,14.6272199,121.0789325
President Magsaysay Street,14.6268446,121.0787744
President Magsaysay Street,14.6268362,121.0783404
President Marcos Street,14.6250314,121.0756293
President Magsaysay Street,14.6270961,121.0781393
President Osmeña Street,14.6272115,121.0784985
Apitong Street,14.6295974,121.0786593
Dao Street,14.6297688,121.0777997
Apitong Street,14.6282243,121.0796132
Kamagong Street,14.6267153,121.0769043
President Magsaysay Street,14.6278559,121.0798664
Kamagong Street,14.628052,121.0789763
Monte Vista Access Road,14.6316225,121.0778279
Narra Street,14.6301246,121.0775602
Blue Bird Street,14.6462297,121.1097745
Skylark Street,14.646106,121.1100936
Eagle Street,14.6467401,121.1080818
Big Bird Street,14.6463631,121.108827
Big Bird Street,14.6464674,121.1087258
Puffin Street,14.6466057,121.1084108
Canary Street,14.6453853,121.1111578
Russet Street,14.6400002,121.1167322
Sapphire Street,14.6395924,121.1213129
Sapphire Street,14.6398729,121.1190503
Ateneo de Manila University,14.6398726,121.0788601
Marist Village,14.6485855,121.1223217
Sumulong Highway,14.6351887,121.1009428
Jose P. Rizal Street,14.621775,121.0927198
Marcos Highway,14.6300909,121.0784767
Nicanor Roxas Street,14.6224333,121.0967372
Shoe Avenue,14.6316708,121.0979026
W. C. Paz Street,14.6327784,121.0971928
C. Mejia Street,14.6452521,121.0957901
Ateneo Street,14.6491715,121.0917525
Ust Street,14.6490223,121.0912728
Mist Street,14.6491727,121.0919253
Sti Street,14.6492048,121.0913502
Coconut Street,14.6483697,121.0921963
Saint Victoria Hospital,14.6421814,121.094689
B. Santos Street,14.639769,121.0968127
4th Avenue,14.6548989,121.1076103
Main Avenue,14.6538315,121.1076043
1st Avenue,14.6538678,121.1071056
Narra Street,14.6510651,121.1083056
St. Vincent Hospital,14.6509537,121.1076272
Summer Street,14.6520901,121.1080149
,14.6528487,121.1113634
Berchmans Street,14.633702,121.0803795
Kabo Pio Street,14.6325126,121.0800103
Ateneo Employees Housing Project,14.6336062,121.0800349
Saint Anne Street,14.6341702,121.0810393
Bern Street,14.6536202,121.0889322
,14.6260876,121.1033204
SM Footbridge,14.6241904,121.0841829
Diamond Street,14.6492379,121.1068566
,14.6465649,121.1058319
Opal Street,14.6543105,121.1303814
V. V. Soliven Homes,14.6524,121.1265728
Rodeanna ? Street,14.658826,121.1180141
Pearl Street,14.6536946,121.1304133
Amphitheater Road,14.6302711,121.0851217
Kamumu Street,14.6231729,121.094785
,14.629452,121.0961091
Molave Street,14.651657,121.091694
Malvar Street Extension,14.6338689,121.092652
Saint Mary Avenue,14.6349782,121.0885492
Ampalaya Street,14.6532158,121.099137
Butihin Street,14.6543149,121.1035162
Primemont Science School,14.664774,121.114866
Dollar Street,14.6291376,121.0804467
Fairlane,14.6641062,121.1046053
Jaybee Village,14.665492,121.1052676
St. Nicholas Elementary School,14.663632,121.1032506
Majestic,14.6626949,121.1042703
,14.6666683,121.1047451
C. M. Recto Street,14.6616892,121.1132853
A. de Guzman Street,14.6535029,121.1051967
G. del Pilar Street,14.6603705,121.1129309
General B. G. Molina Street,14.6598053,121.1146813
Riverbanks Avenue,14.6327628,121.0829149
Flores Street,14.6528456,121.1043109
C-5 Access Road,14.6251363,121.0813558
Cruz Compound,14.6569809,121.1064109
Mayor Gil Fernando Avenue,14.6230119,121.1021394
Balante Creek,14.6298053,121.1028965
Lakandula Street,14.6466696,121.1164902
Riverbanks Avenue,14.6323709,121.0830845
,14.6371019,121.097098
VT Maternity Hospital,14.6371064,121.09944
Easymart,14.6355625,121.0970168
Santo Niño Barangay Hall,14.6365918,121.0971083
Bantayog Street,14.6547764,121.10444
Parang Gym,14.6592222,121.1116905
Bahay Pamahalaan ng Barangay Parang,14.6592024,121.112054
Lazaro Street Extension,14.6396947,121.0975299
Marikina Park,14.6325784,121.0953443
,14.6326158,121.0941251
,14.6319838,121.0942634
Roman Garden,14.6328996,121.093019
Links School for Life,14.6556136,121.0939128
Kapitan Venciong Street,14.6334924,121.0970789
,14.6369142,121.0970979
Aquilina Street,14.642284,121.1000984
E. Mendoza Street,14.6386725,121.1023613
Mulawin Street,14.6484938,121.0917224
Caledonia Street,14.6417693,121.0922222
Daisy,14.6623325,121.1002846
Masikap Street,14.6447454,121.0916719
Iron Street,14.6509515,121.092524
Cherry Road,14.6617457,121.0999764
Apple Street,14.661464,121.1001562
African Daisy Street,14.6504025,121.0909674
Ubas Street,14.6495417,121.0901952
Loyola Grand Villas,14.6542669,121.090188
Orange Street,14.6590243,121.0982075
Jesus Immaculate Concepcion Hospital,14.6383662,121.1089582
Villa Rebecca Subdivison,14.6583833,121.120327
La Jota Subdivision,14.6582418,121.120856
Violeta Homes,14.6554218,121.123159
Marikit,14.6486535,121.109327
Ruby Street,14.6496794,121.1090435
Empress 1,14.6506233,121.1297143
Industrial Valley Complex Barangay Hall,14.6270794,121.07978
Aster Street,14.6199536,121.0788717
Waling-Waling Street,14.6198691,121.0790228
Bougainvilla Street,14.6203048,121.0787966
Dahlia Street,14.6195419,121.0781558
Waling-Waling Street,14.6201605,121.0792345
Camelia Street,14.6208899,121.0790641
Cadena de Amor Street,14.6211646,121.0788821
Petunia Street,14.6211084,121.0791235
Petunia Street,14.6207943,121.0795666
E. Abello Street,14.6222906,121.0793196
Cattleya Street,14.6224658,121.0800372
Everlasting Street,14.6220065,121.0794281
Gumamela Street,14.6224622,121.0789027
Santan Extension Street,14.6233399,121.080928
Rosal Street,14.6237183,121.0808478
Pisces Street,14.620976,121.0782779
Pamantasan Lungsod ng Marikina,14.6408997,121.1182512
Santa Elena High School,14.6323606,121.0973901
Bulwagang Pambarangay ng Nangka,14.6733439,121.1087045
Sta. Elena Barangay Hall,14.6330199,121.0973135
Concepcion Elementary School,14.6478702,121.1037942
Jose P. Rizal Street,14.6311641,121.0957074
Marcos Highway,14.621232,121.0880404
Mayor Juan Chanyungco Street,14.6327673,121.1011605
Nicanor Roxas Street,14.6210762,121.0972804
V. Gomez Street,14.6303641,121.0976825
Pipino Street,14.6571713,121.0981609
Farmers I Street,14.6562069,121.0970629
Ilaw Street,14.6575593,121.1013511
,14.649298,121.1186968
,14.6224204,121.0907037
Haiti Street,14.659678,121.1057814
Ilang-Ilang Street,14.6503917,121.0903543
Banaba Street,14.651555,121.0914199
Langka Street,14.6512587,121.090916
Talisay Street,14.6528333,121.0968148
Bayan-Bayanan Avenue,14.650227,121.1147228
Visayas Street,14.6490779,121.0975302
,14.6495824,121.0901887
Champaca Street,14.6518747,121.1257899
Champaca Street,14.6517544,121.12826
Marikina Health Center Park,14.6362942,121.09749
Gil Fernando Inauguration Monument Park,14.6351773,121.1018507
Mayor Munding Avenue,14.6282566,121.0983514
Seminary Road,14.6363179,121.0789766
Santo Niño Elementary School,14.6382713,121.0963538
Guerilla Extension,14.6374443,121.0944617
Guerilla Extension Alley,14.637592,121.0953496
Andres Bonifacio Street,14.62073,121.0965431
Autumn Street,14.6416404,121.1092049
Autumn Street,14.6428751,121.1096689
G. Fernando Extension,14.6428667,121.1049746
Champagnat Street,14.6493147,121.1189949
Fifth Avenue,14.6423126,121.105497
C-5 Access Road,14.6236966,121.0811987
,14.6343771,121.0874716
Bayan Access Road,14.6383207,121.0938088
Napoli Loop,14.6602886,121.1034258
Luxor Street,14.6369403,121.10659
Mayor Gil Fernando Avenue,14.6214781,121.1019072
Pitpitan Street,14.6215133,121.1030556
Mount Kennedy Street,14.6284071,121.1042834
Guerilla Street,14.6377875,121.0976745
E. Mendoza Street,14.6398618,121.0996925
E. Mendoza Street,14.639412,121.1006967
Seminary Road,14.636519,121.0807641
Camacho Phase 2,14.6713663,121.1031909
Greenland Phase 2,14.6688529,121.1050297
Mayor Gil Fernando Avenue,14.6215058,121.1020112
J. P. Rizal Street,14.6360917,121.0944419
Marcos Highway,14.6319115,121.078054
Marcos Highway,14.6214726,121.105024
Marcos Highway,14.6212898,121.1051535
Katipunan Street Extension,14.6516415,121.0864691
Marikina River,14.6539138,121.0928267
Marikina River,14.6633225,121.0975566
Kabayani Road,14.6658173,121.1018006
San Lorenzo Ruiz de Manila School,14.6703605,121.1075856
Saint Benedict,14.6665757,121.1051655
Expansion Subdivision,14.6460302,121.1299944
E. Gonzales Street,14.6511955,121.1027624
J. Molina Street,14.6494506,121.102195
J. P. Rizal Street,14.6509673,121.1029314
J. P. Rizal Street,14.6521124,121.1030762
J. P. Rizal Street,14.6499483,121.1022972
Saint Mary Elementary School,14.6687034,121.1134833
BFCT Terminal,14.6257104,121.0831643
Katipunan Bound Exit Ramp,14.6276041,121.0842547
Service Ramp,14.6258525,121.0849516
Tayug Footbridge,14.6237281,121.0849348
SM Marikina Pedestrian Link Bridge,14.6258288,121.0847014
Barangka Barangay Hall,14.6330102,121.0822201
De Guzman Clinic,14.6570412,121.1066938
Mahogany Street,14.6304845,121.0812772
Mahogany Street,14.629951,121.0811451
,14.6640545,121.1118761
Bayan-Bayanan Access Road,14.6446274,121.1039525
Bayan-Bayanan Access Road,14.6457437,121.1042417
Plaza delos Kapitanes,14.6329489,121.0821098
Marcos Highway,14.6203472,121.0997562
Marcos Highway,14.6209556,121.1035183
Santa Teresita Access Road,14.6474598,121.0992271
Chile Street,14.6659993,121.1077695
Guatemala Street,14.6429938,121.0891479
Puerto Rico Street,14.642522,121.0889895
Hyde Park Street,14.6460559,121.0945994
Lebanon Street,14.6639346,121.1087301
J. P. Rizal Street,14.6681155,121.107817
Access Road,14.641544,121.1048574
Integrated School for Young Children,14.6418623,121.1044139
Gil Fernando Footbridge,14.6207613,121.1020598
Molave Street,14.6297652,121.08177
Riverbanks Access Road,14.628725,121.0822637
St. Mary's Covered Court,14.6687271,121.1132777
Mira Verde Avenue,14.6707496,121.1153312
Piling Santos Street,14.6580885,121.1002094
Road 5,14.6613934,121.1016733
Rosal Street,14.6716113,121.1063186
Sampaguita Street,14.6721394,121.1073923
Kabayani Road,14.6711274,121.1033698
Salamanca Street,14.6695242,121.109224
Bayabas Street Extension,14.6731523,121.1051797
Bernardo Circle,14.6463151,121.0946603
Creek Walkway,14.6701459,121.110523
Ateneoville Park,14.669757,121.11102
Montserrat Street,14.6686161,121.1107234
Barcelona Street,14.6694936,121.1101483
Salamanca Street,14.6700969,121.1094181
J. P. Rizal Street,14.6530626,121.103134
Bob White Street,14.6463522,121.1094279
Saint Andrew Street,14.6713894,121.117257
G. del Pilar Street,14.661755,121.1123929
Gardenia Lane,14.6577661,121.1149708
Lower Paraiso,14.6568228,121.1144204
Victory Avenue,14.6569558,121.134364
Bronze Street,14.6540959,121.1302511
Gold Street,14.6545908,121.130736
Ruby Street,14.6540843,121.1311077
Crystal Street,14.6535571,121.1311754
Gold Street,14.6540355,121.1308269
West Drive Street,14.6526453,121.1159914
West Drive Street,14.6526388,121.1159173
Princess Street,14.6566843,121.133978
Magat Salamat Alley,14.6433574,121.111641
Sumulong Highway,14.6357472,121.0965479
Manchester Lane,14.6693778,121.1148429
Chicharo Street,14.6509171,121.0973484
Kamagong Street,14.6512619,121.0962504
Duhat Street,14.6515869,121.0967576
Patola Street,14.651373,121.0971975
Upo Street,14.65142,121.0970174
Okrah,14.6509736,121.0970567
Mustasa Street,14.6511778,121.0979041
Tonquil Street,14.649956,121.0924355
Newcastle Lane,14.6702163,121.1147768
Sheffield Lane,14.6710246,121.1147575
Durham Lane,14.6718229,121.114742
Oxford Drive,14.6706217,121.1149293
Katipunan Street,14.6458354,121.1126922
Kahasagan Street,14.6381882,121.1095573
Opal Street,14.6503893,121.1086102
Dragon Street,14.6239712,121.0991029
Rolling Hills Drive,14.6552995,121.1327763
Marcos Highway,14.6208886,121.1022688
Guyabano Street,14.6343871,121.1296205
Guyabano Street,14.6346703,121.1295783
Sumulong Highway,14.6357871,121.0959548
Sumulong Highway,14.6357049,121.0971248
Diosdado Macapagal Bridge,14.623916,121.0829699
Diosdado Macapagal Bridge,14.6240856,121.0841802
Marcos Highway,14.6243581,121.084445
Marcos Highway,14.6275397,121.0811726
Chile Street,14.6459503,121.0883803
Nova Scotia Street,14.6493396,121.0884422
Katipunan Bound Exit Ramp,14.6271797,121.0837885
C. Mejia Street,14.6454565,121.0941138
Marcos Highway,14.6272225,121.0814745
Panorama Street,14.6391019,121.1288644
Bulelak Street,14.650783,121.0961305
Atis Street,14.6513824,121.0959003
Minahan Main Street,14.6511233,121.0960379
Minahan Main Street,14.6512893,121.0947379
,14.6494318,121.1066767
Marcos Highway,14.6243059,121.0842765
J. P. Rizal Street,14.6367914,121.0943194
Sumulong Highway,14.6343779,121.1047568
Mount Vernon Street,14.6327828,121.1019941
Mount Vernon Street,14.6327715,121.1021537
Liwasang Kalayaan Street,14.6488462,121.1146678
Mount Everest Street,14.6297601,121.1024503
Mount Everest Street,14.6296225,121.1037419
Narra Street,14.649633,121.1183392
Narra Street,14.6495039,121.118282
L. de Guzman Street,14.6477838,121.1049538
J. Molina Street,14.6472769,121.1070098
J. Molina Street,14.6476913,121.1060511
Bayan-Bayanan Avenue,14.6507105,121.1075071
Bayan-Bayanan Avenue,14.650716,121.1029683
G. Cruz Street,14.6573242,121.1051198
G. Cruz Street,14.6574538,121.1049247
